id,Title,Authors,Description,Category,Publisher,Publish Date,impressions,clicks
3702,The Yale Younger Poets Anthology (Yale Series of Younger Poets),"By Bradley, George","In 1919 Yale University Press inaugurated the Yale Series of Younger Poets, designed to ""afford a public medium for the work of young men and women who have not yet secured a wide public recognition."" This anthology of the longest-running poetry series in the United States tells the story of American poetry in this century. At first a forum for a conservative taste in parochial college verse, the Younger Poets Series soon opened up to unconventional but profound young talents from across the country?such as James Agee, Muriel Rukeyser, Margaret Walker, William Meredith, Adrienne Rich, John Ashbery, John Hollander, James Tate, Carolyn Forché, and Robert Hass. This anthology includes poems from the first book by each of the 92 winners of the annual Younger Poets contest.The selections are accompanied by an introduction by George Bradley, the 1986 winner of the contest. Bradley charts the course of the series under the aegis of such contest judges as Stephen Vincent Benét, W. H. Auden, and James Merrill, lacing his narrative with anecdotes about the judges and winners. He also establishes the series’ vital role in the development of American poetry and American publishing. The anthology is divided into two sections: ""The Early Years,"" which briefly presents the first 31 winners of the contest, and ""The Modern Series,"" which gives ample room to display the early work of some of America's finest poets. All poets are introduced by a biographical headnote, and in the second section Bradley has added a brief commentary directing the reader to the salient features of each poet's work."," Poetry , Anthologies (multiple authors)",Yale University Press,"Sunday, March 1, 1998",0,0
101086,The Green Reader: Essays Toward a Sustainable Society,"By Dobson, Andrew (EDT)","Gathers essays about the limits of growth, decentralization, economics, political reform, and ""green"" philosophy"," Nature , Essays",Mercury House,"Monday, July 1, 1991",0,0
75571,Secrets of Podcasting: Audio Blogging for the Masses,"By Farkas, Bart G.","Whether you want to create your own podcasts or just would like to  locate and then listen to audio programs on your portable player, this  is the book for you. In the Secrets of Podcasting, author Bart G. Farkas provides real-world guidance and advice on how to:   Download and enjoy podcasts with any MP3 player.   Create a script and set the structure and flow of your podcast.   Choose the right equipment - including the right microphone, headphones, and even preamp.   Use a digital recording device instead of your PC or Mac.   Pick audio editing and recording software   Legally play music in your podcast.   Distribute your podcast.    In addition, Bart includes tutorials on creating podcasts on Windows  machines and on Macs. He also offers dozens of recommendations for  software to use for finding and subscribing to podcasts."," Technology & Engineering , Acoustics & Sound",Peachpit Pr,"Monday, August 1, 2005",0,0
59906,A Woman's Place,"By Delinsky, Barbara","Everything Claire Raphael has she's earned. On her own. The hard way. She built her part-time business up from nothing and made it successful through her imagination, creativity, and hard work. She has two great children and Dennis, a husband she loves completely.Then, one evening, when Claire returns from a difficult business trip, Dennis hands her divorce papers along with a court order to vacate their house. Claire is devastated. She had no idea her marriage was on the brink of disaster, that Dennis had been planning this ambush for weeks, if not months, or that her hectic but happy life was about to come crashing down around her.Claire doesn't know where to turn or whom to trust. But in a few short weeks she learns what so many women have had to discover—that when the going gets tough, a woman's as tough as she needs to be."," Fiction , Women",Avon,"Monday, December 1, 2008",0,0
32951,XML Pocket Reference: Extensible Markup Language,"By Eckstein, Robert","XML, the Extensible Markup Language, is the next-generation  markup language for the Web. It provides a more structured  (and therefore more powerful) medium than HTML, allowing us  to define new document types and stylesheets as needed.   Although the generic tags of HTML are sufficient for everyday  text, XML gives us a way to add rich, well-defined markup to  electronic documents.The XML Pocket Reference is both a handy introduction to  XML terminology and syntax, and a quick reference to XML instructions, attributes, entities, and datatypes. It also covers XSL (Extensible Stylesheet Language), necessary to  ensure that your XML documents have a consistent look and  feel across platforms.Although XML itself is complex, its basic concepts are  simple. This small book acts both as a perfect tutorial  for learning the basics of XML, and as a reference to the  XML and XSL specifications."," Computers , Programming Languages , General",O'Reilly Media,"Friday, October 1, 1999",0,0
87055,Balanced Healing: Combining Modern Medicine with Safe & Effective Alternative Therapies,"By Altshuler, Larry","A comprehensive reference guide to alternative healing introduces readers to step-by-step strategies for blending traditional and alternative treatments, presenting a host of potentially treatable maladies in an A-to-Z reference. Original."," Health & Fitness , Healing","Harbor Press, Inc.","Monday, December 1, 2003",0,0
96324,Birds (Now I Know),"By Kuchalla, Susan and Britt, Gary (ILT)","Shows many kinds of birds, from the hummingbird to the ostrich, and describes how they make nests and raise their young"," Juvenile Nonfiction , General",Troll Communications Llc,"Thursday, April 1, 1982",0,0
53280,Unforgettable Things to Do Before You Die,"By Watkins, Steve and Jones, Clare","The world's best ways to spend your time.    There are a host of thrilling and exciting things to do in this world. For inspiration and help finding the best, turn to Unforgettable Things to Do Before You Die.     This splendidly illustrated book gives forty amazing locations and experiences. Each can be enjoyed in a regular two-week holiday or less.     International travel writers Steve Watkins and Clare Jones draw on years of experience and select forty personal favorite adventures:   Pony trek through Patagonia   Safari in the Serengeti   Ride an elephant in Chitwan, Nepal   Track spirit bears on Princess Royal Island   Learn warrior skills in Naadom, Mongolia   Taste wine in vineyards in Bordeaux   Walk on            the Great Wall of China   And thirty-three more unforgettable journeys for the adventurous traveler looking for new experiences."," Travel , Essays & Travelogues",Firefly Books,"Friday, April 1, 2005",0,0
19885,The Perfect Storm: A True Story of Men Against the Sea,"By Junger, Sebastian","October 1991. It was ""the perfect storm""--a tempest that may happen only once in a century--a nor'easter created by so rare a combination of factors that it could not possibly have been worse. Creating waves ten stories high and winds of 120 miles an hour, the storm whipped the sea to inconceivable levels few people on Earth have ever witnessed. Few, except the six-man crew of the Andrea Gail, a commercial fishing boat tragically headed towards its hellish center."," Nature , Ecosystems & Habitats , Oceans & Seas",Harper Perennial,"Friday, October 1, 1999",0,0
51542,Rise Above: God Can Set You Free from Your Weight Problems Forever,"By Shamblin, Gwen","Describes the relationship between weight loss and Christianity, and offers inspirational words and practical advice for losing weight and strengthening one's devotion to God"," Health & Fitness , Diet & Nutrition , Diets",Thomas Nelson Inc,"Saturday, January 1, 2000",0,0
2367,Oh Bother!: Pooh's Book About Trying New Things,"By Milne, A. A., Kurtz, John (ILT), and Marshall, Hallie","As magical and timeless as the Hundred-Acre Wood may be, it is also a place of exploration and discovery. For Pooh and his friends to learn and grow, they must try new things. And trying something new can be difficult, even a little scary. Trying new things is often hard for children - and for adults, too. But trying something new with Winnie the Pooh always makes theh worries and bothers seem less threatening."," Juvenile Fiction , Social Themes , New Experience",Disney Press,"Sunday, April 1, 2001",0,0
2970,Cicada,"By Menjivar, Josue (ILT)","by Josue Menjivar Josue Menjivar is back with a moving, emotional graphic novel, Cicada. Examining the emotional scars that infidelity can produce, this graphic novel intelligently relates the guilt that one man carries to the hibernation cycle of the cicada. Fans of Broken Fender know how Menjivar is a master of combining streetwise urgency with a real sense of heart, and Cicada is the first showcase of this extraordinary ability in a full-length story. SC, 6x9, 112pg, b&w"," Comics & Graphic Novels , Literary",Top Shelf Productions,"Tuesday, January 1, 2002",0,0
21264,Counseling and Development in a Multicultural Society,"By Axelson, John A.","A comprehensive approach to counseling in the culturally diverse United States, Counseling and Development in a Multicultural Society, Second Edition, stands apart from other texts in the field.Axelson's skillful revision of his highly respected text includes the myriad of changes that have taken place in our society and culture, while retaining a comprehensive approach.Taking into account today's diverse people, today's issues, and today's counseling practices, the Second Edition features:A discussion of current topics, including the resurgence and role of mainstream values; Hispanic ethnic consciousness; political correctness; pay equity and comparable-worth issues; out-of-ethnic-group marriages; and issues for the homeless.A complete examination of cultures, including various European ethnic groups, and a historical account of all groups and sub-groups.A discussion of the major concerns of clients, introduced by a comprehensive examination of counseling in America's pluralistic society and profiles of various ethnocultural groups.A concise summary of the major constructs of traditional counseling theories; an introduction to emergent, ""synergetic"" approaches; and representative counseling excerpts that illustrate issues of importance to today's multicultural clients and counselors.New, updated demographic statistics and coverage of counselor accountability for racial attitudes."," Psychology , Psychotherapy , Counseling",Brooks Cole,"Friday, January 1, 1993",0,0
81887,When Nothing Matters Anymore: A Survival Guide for Depressed Teens,"By Verdick, Elizabeth","A guide to understanding and coping with depression, discussing the different types, how and why the condition begins, how it may be linked to substance abuse or suicide, and how to get help."," Young Adult Nonfiction , Social Topics , Emotions & Feelings",Free Spirit Pub,"Wednesday, July 1, 1998",0,0
56909,"Arctic Drift (A Dirk Pitt Novel, #20) (Dirk Pitt Adventure)","By Cussler, Clive and Cussler, Dirk","A potential breakthrough discovery to reverse global warming ... a series of unexplained sudden deaths in British Columbia ... a rash of international incidents between the United States and one of its closest allies that threatens to erupt into an actual shooting war ... NUMA director Dirk Pitt and his children, Dirk Jr. and Summer, have reason to believe there's a connection here somewhere, but they also know they have very little time to find it before events escalate out of control. Their only real clue might just be a mysterious silvery mineral traced to a long-ago expedition in search of the fabled Northwest Passage. But no one survived from that doomed mission, captain and crew perished to a man - and if Pitt and his colleague Al Giordino aren't careful, the very same fate may await them."," Fiction , Action & Adventure",Putnam Adult,"Saturday, November 1, 2008",0,0
58726,Sister Pelagia and the White Bulldog,"By Bromfield, Andrew (TRN) and Akunin, Boris","“Pelagia’s family likeness to Father Brown and Miss Marple is marked, and reading about her supplies a similarly decorous pleasure.”–The Literary ReviewIn a remote Russian province in the late nineteenth century, Bishop Mitrofanii must deal with a family crisis. After learning that one of his great aunt’s beloved and rare white bulldogs has been poisoned, the Orthodox bishop knows there is only one detective clever enough to investigate the murder: Sister Pelagia.The bespectacled, freckled Pelagia is lively, curious, extraordinarily clumsy, and persistent. At the estate in question, she finds a whole host of suspects, any one of whom might have benefited if the old lady (who changes her will at whim) had expired of grief at the pooch’s demise. There’s Pyotr, the matron’s grandson, a nihilist with a grudge who has fallen for the maid; Stepan, the penniless caretaker, who has sacrificed his youth to the care of the estate; Miss Wrigley, a mysterious Englishwoman who has recently been named sole heiress to the fortune; Poggio, an opportunistic and freeloading “artistic” photographer; and, most intriguingly, Naina, the old lady’s granddaughter, a girl so beautiful she could drive any man to do almost anything.As Pelagia bumbles and intuits her way to the heart of a mystery among people with faith only in greed and desire, she must bear in mind the words of Saint Paul: “Beware of dogs–and beware of evil-doers.”“Critics on both sides of the Atlantic have praised [Akunin’s] clever plots, vivid characters and wit.”–Baltimore Sun“Akunin’s wonderful novels are always intricately webbed and plotted.”–The Providence Journal"," Fiction , Mystery & Detective , General",Random House Trade Paperbacks,"Monday, January 1, 2007",0,0
54849,Bat Mitzvah: A Jewish Girl's Coming of Age,"By Goldin, Barbara Diamond and Weihs, Erika (ILT)","Examines the role of women in Judaism by celebrating the recent tradition of the Bat Mitzvah ceremony, begun in 1922, with real-life stories of girls and women in their own voices. By the author of Just Enough Is Plenty."," Juvenile Nonfiction , Religion , Judaism",Viking Books for Young Readers,"Sunday, October 1, 1995",0,0
66685,Greetings from Somewhere Else,"By McInerney, Monica","Lainey Byrne is a master at controlled chaos, juggling her hectic, demanding job, her chef boyfriend with his crazy hours, and her roiling family with all its daily dramas. But her life truly threatens to spin out of control when her aunt May, who owns a B&B in Ireland, passes away. In order for the Byrnes to collect their inheritance, someone from the family must take over Aunt May’s business for a year. And apparently that someone is Lainey.Between running a run-down, virtually guest-free B&B (without the slightest ability to cook or clean), worrying about her family from afar, adjusting to country life, and dealing with the complications of long-distance love, Lainey is in way over her head. But when a reunion with a (gorgeous) childhood friend sparks unexpected complications, Lainey realizes that fate may have another path for her–a direction she never imagined."," Fiction , Women",Ballantine Books,"Wednesday, July 1, 2009",0,0
9269,Widows,"By Corson, William R., Trento, Susan B., and Trento, Joseph J.","Details four major compromises of American intelligence, revealing how moles penetrated the CIA and seriously weakened the agency and much of Western intelligence"," Political Science , General",Crown,"Monday, May 1, 1989",0,0
35324,Angel Book: A Handbook for Aspiring Angels,"By Goldman, Karen and D'Agostino, Anthony (ILT)","Angels hold profound meaning for people of all ages and from all walks of life. Ethereal and uplifting, these celestial beings reflect our deepest and best selves and embody our highest ideals of love and goodwill. In these pages, aspiring angel Karen Goldman takes us on a soul-warming journey filled with light, beauty, and goodness to the precious places where angels do exist. A road map to these higher realms, The Angel Book bridges the gap between Heaven and Earth, between hearts and souls, and between all people.  Written simply and serenely with pure wisdom and an unmistakable ring of truth, The Angel Book captures the essence of angels, teaching us what it means to fly, how to create miracles, and how to get our wings. We learn the rewards of becoming angels right here on Earth -- the privileges, the soul joys, and the ecstasies that await those of us whose spirits yearn to soar.  For both seekers and sophisticates, this magically illustrated book is truly a heavenly gift to oneself or a fellow angel. Open to any page and a pearl of inspiration is yours to contemplate and enjoy. Sending an honest message of love and encouragement that will endure, The Angel Book opens our hearts and illuminates our souls, helping us recognize and acknowledge who we are at our very best."," Religion , General",Simon & Schuster,"Friday, January 1, 1993",0,0
49358,The Spiral Staircase: My Climb Out of Darkness,"By Armstrong, Karen","Karen Armstrong begins this spellbinding story of her spiritual journey with her departure in 1969 from the Roman Catholic convent she had entered seven years before—hoping, but ultimately failing, to find God. She knew almost nothing of the changed world to which she was returning, and she was tormented by panic attacks and inexplicable seizures.Armstrong’s struggle against despair was further fueled by a string of discouragements—failed spirituality, doctorate, and jobs; fruitless dealings with psychiatrists. Finally, in 1976, she was diagnosed with epilepsy, given proper treatment, and released from her “private hell.” She then began the writing career that would become her true calling, and as she focused on the sacred texts of Judaism, Christianity, and Islam, her own inner story began to emerge. Without realizing it, she had embarked on a spiritual quest, and through it she would eventually experience moments of transcendence—the profound fulfillment that she had not found in long hours of prayer as a young nun.Powerfully engaging, often heartbreaking, but lit with bursts of humor, The Spiral Staircase is an extraordinary history of self."," Biography & Autobiography , Religious",Knopf,"Monday, March 1, 2004",0,0
54551,The Secular Mind,"By Coles, Robert","Does the business of daily living distance us from life's mysteries? Do most Americans value spiritual thinking more as a hobby than as an all-encompassing approach to life? Will the concept of the soul be defunct after the next few generations? Child psychiatrist and best-selling author Robert Coles offers a profound meditation on how secular culture has settled into the hearts and minds of Americans. This book is a sweeping essay on the shift from religious control over Western society to the scientific dominance of the mind. Interwoven into the story is Coles's personal quest for understanding how the sense of the sacred has stood firm in the lives of individuals--both the famous and everyday people whom he has known--even as they have struggled with doubt. As a student, Coles questioned Paul Tillich on the meaning of the ""secular mind,"" and his fascination with the perceived opposition between secular and sacred intensified over the years. This book recounts conversations Coles has had with such figures as Anna Freud, Karen Horney, William Carlos Williams, Walker Percy, and Dorothy Day. Their words dramatize the frustration and the joy of living in both the secular and sacred realms. Coles masterfully draws on a variety of literary sources that trace the relationship of the sacred and the secular: the stories of Abraham and Moses, the writings of St. Paul, Augustine, Kierkegaard, Darwin, and Freud, and the fiction of George Eliot, Hardy, Meredith, Flannery O'Connor, and Huxley. Ever since biblical times, Coles shows us, the relationship between these two realms has thrived on conflict and accommodation. Coles also notes that psychoanalysis was first viewed as a rival to religion in terms of getting a handle on inner truths. He provocatively demonstrates how psychoanalysis has either been incorporated into the thinking of many religious denominations or become a type of religion in itself. How will people in the next millennium deal with advances in chemistry and neurology? Will these sciences surpass psychoanalysis in controlling how we think and feel? This book is for anyone who has wondered about the fate of the soul and our ability to seek out the sacred in our constantly changing world."," Religion , Christian Theology , General",Princeton University Press,"Monday, March 1, 1999",0,0
11066,Finding My Voice,"By Rehm, Diane","A leading radio personality describes her rise from an abusive childhood in an Arab-American household in Washington, D.C., to success in the field of radio and details her determined battle with Spasmodic Dysphonia, the rare neurological disorder that nearly destroyed her career. 50,000 first printing. Tour."," Biography & Autobiography , Entertainment & Performing Arts",Knopf,"Sunday, August 1, 1999",0,0
15187,Spy,"By Eden, Marc","Time: World War IIPlace: England: the summer's heat wave, 1944""I've never met anyone quite like her, sir,"" the Lieutenant had been trying to put his finger on it, ""but I'd say it's the way she thinks. If I may say so, sir, her logic is definitely...peculiar.""""Her photographic memory. Have you forgotten? Carrington's told me it's as though she lives inside of it, like a skin.""Young widow and mother Valerie Sinclair is a candidate for British Naval Intelligence when she is hand-picked for a treacherous assignment and personally approved by Winston Churchill because of the unique way her mind works. Alter a brutal training program and an elaborate scheme to hide her true identity, she will meet the challenge of her life on Operation GOLDILOCKS, an ultra-secret mission scheduled for launch behind German lines, into Occupied France. Converted by surgery, and disguised as a French schoolgirl, the purpose of Valerie's mission will be to effectively transfer the secrets of the first Atomic Bomb from German labs, via German and British banking partners, for the postwar benefit of the London Financial District.To succeed, she must avoid a faceless pursuer.Fitting his movements to hers, like a hand to a glove, is The Spy, the eerie mysterious figure who haunts her dreams and these pages. Moving with relentless resolve, The Spy be comes an uncanny part of the weavings in this startling revelation of international intrigue.Based on the memoirs of the real life British espionage agent Valerie Sinclair, this is the story of a war for information that would affect the national prosperity of England and the United States for years to come."," History , Europe , General",M. Evans & Company,"Thursday, October 1, 1992",0,0
47654,The Essential Buffett: Timeless Principles for the New Economy,"By Hagstrom, Robert G.","Hagstrom revises, updates, and expands his analysis of Warren Buffett's investment methodology, often excerpting from his earlier works. He covers both his stock selection and his style of portfolio management, and throws in advice on how to apply the principles. Annotation c. Book News, Inc., Portland, OR (booknews.com)"," Business & Economics , Personal Finance , General",Wiley,"Sunday, April 1, 2001",0,0
94019,Touch and Go: A Memoir,"By Terkel, Studs and Lewis, Sydney (CON)","At nearly 95, Studs Terkel has written about everyone's life, it seems, but his own. Here he offers a memoir which--embodying the spirit of the man himself--is youthful and vivacious. Terkel begins by taking us back to his childhood, describing the hectic  life of a family trying to earn a living in Chicago. He then goes on to his experiences--as a poll watcher charged with stealing votes for the Democratic machine, as a young theatergoer, and eventually as an actor himself in both radio and on the stage-- giving us a portrait of the Chicago of the 1920s and 1930s. He tells of his beginnings as a disc jockey after World War II and as an interviewer and oral historian--a craft he would come to perfect. Finally, he discusses his involvement with progressive p olitics, leading to his travails during the McCarthy period when he was blacklisted.--From publisher description."," Biography & Autobiography , Personal Memoirs",The New Press,"Wednesday, October 1, 2008",0,0
54308,On Liberty,"By Mill, John Stuart and Himmelfarb, Gertrude",Presents the British political philosopher's classic work on the nature of personal freedom and the individual's relationship to society.," Philosophy , General",Longman,"Monday, June 1, 1998",0,0
50942,Slow Cooker Ready & Waiting: 160 Sumptuous Meals That Cook Themselves,"By Rodgers, Rick","Hearty stews. Rib-sticking chilis. Tender pot roasts. The real secret is a long, slow simmer at a constant temperature, and no appliance does this better than the slow cooker. If your old slow cooker recipes disappointed you, throw them away! The Slow Cooker Ready and Waiting Cookbook is for people who love good food!Rick Rodgers has adapted an eclectic array of American and ethnic dishes for the slow cooker. They're all here: fancy fare (Farmer's Market Lobster and Corn Chowder, Sweet and Sour Brisket, Erna's Sauerbraten), everyday favorites (Ground Beef Chili with Cornmeal Dumplings and Herbed Tomato Sauce with Parmesan Meatballs), side dishes (Potatoes Euphoria, Smothered Green Beans, Sugarbush Beans) -- even desserts (Strawberry-Strawberry Cheesecake, Bourbon Bread Pudding, and Lemon-Raspberry Pudding Cake). Ideal for entertaining, the slow cooker keeps crowd-pleasing dips and holiday punches warm from the beginning of the party to when the last guest leaves.A special section explains how to choose the right-size slow cooker for your needs, how to adapt a favorite recipe, and what can (and can't) be prepared in a slow cooker."," Cooking , Methods , Quick & Easy",William Morrow Cookbooks,"Thursday, January 1, 1998",0,0
100179,Nobody's Prize (Princesses of Myth),"By Friesner, Esther","In this rousing sequel to Nobody’s Princess, young Helen of Sparta is not about to be left behind when her older brothers head off to join the quest for the Golden Fleece. Accompanied by her friend Milo, and disguised as a boy herself, Helen sets out to join the crew of heroes aboard the massive ship known as The Argo. Helen quickly faces all sorts of danger. There are battles to be fought, as well as an encounter with a terrifying murderous princess. With her beauty blossoming, Helen’s journey takes her beyond the mythology of the Golden Fleece to Athens, where her very future as Queen of Sparta is threatened.From the Hardcover edition."," Young Adult Fiction , Historical , Ancient Civilizations",Bluefire,"Wednesday, April 1, 2009",0,0
73535,How to Tape Instant Oral Biographies: Recording Your Family's Life Story Using Sound and Sight,"By Zimmerman, William","A guide to taping oral biographies encourages readers to preserve their roots, offering instruction in basic interviewing techniques, family history sheets, and one hundred helpful interview questions"," Biography & Autobiography , General",Bantam,"Friday, May 1, 1992",0,0
72333,How the West Was Won: A Novel,"By L'Amour, Louis","They came by river and by wagon train, braving the endless distances of the Great  Plains and the icy passes of the Sierra Nevada. They were men like Linus Rawlings,  a restless survivor of Indian country who’d headed east to see the ocean but left  his heart—and his home—in the West. They were women like Lilith Prescott, a smart,  spirited beauty who fled her family and fell for a gambling man in the midst of a  frontier gold boom. These pioneering men and women sowed the seeds of a nation with  their courage—and with their blood. Here is the story of how their paths would meet  amid the epic struggle against fierce enemies and nature’s cruelty, to win for all  time the rich and untamed West."," Fiction , Westerns",Bantam,"Saturday, September 1, 1984",0,0
29182,The Songlines,"By Chatwin, Bruce","Bruce Chatwin-author of In Patagonia-ventures into the desolate land of Outback Australia to learn the meaning of the Aborginals' ancient ""Dreaming-tracks."" Along these timeless paths, amongst the fortune hunters and redneck Australians, racist policemen and mysterious Aboriginal holy men, he discovers a wondrous vision of man's place in the world."," Travel , Essays & Travelogues",Penguin Books,"Wednesday, June 1, 1988",0,0
47252,Wow The Dow!: The Complete Guide To Teaching Your Kids How To Invest In The Stock Market,"By Smith, Pat and Roney, Lynn","A FAMILY THAT LEARNS TOGETHER EARNS TOGETHER!  Whether you're a novice stockholder or a seasoned investor, you can teach the next generation of stockholders how to invest successfully. Creative, practical, and full of savvy financial advice, Wow the Dow! is a family-oriented guide to the workings of Wall Street that shows parents how to start investing in the stock market with their children and encourages kids to think intelligently about money.  Cofounders of Stock MarKids,&#153; the nationally affiliated parent-child investment club, Lynn Roney and Pat Smith explain the important aspects of the stock market and provide parents with easy-to-follow advice for introducing the exciting world of finance. Complete with games, exercises, and real-life profiles of successful child investors, Wow the Dow! covers:   The basic concepts behind investing Teaching your children how to read stock quotes and understand business news Building an appropriate portfolio with stocks your kids will pick Creating strategies for making investing fun and profitable Where to go online for stock games, investment sites, and financial resources The advantages of joining an investment club   With its commitment to educating kids and encouraging them to find new and creative ways to invest, Wow the Dow! is a must-have handbook for every parent."," Family & Relationships , Parenting , General",Touchstone,"Friday, September 1, 2000",0,0
42419,Storm Chasers (All Aboard Science Reader),"By Herman, Gail and Schwinger, Larry (ILT)","Young readers follow some of the world's boldest scientists as they risk their lives to discover the inner workings of tornadoes and other great storms, in an easy-to-read introduction to some of the world's most dangerous weather phenomena. Simultaneous."," Juvenile Fiction , Science & Technology",Grosset & Dunlap,"Sunday, June 1, 1997",0,0
19357,Solaris 8: The Complete Reference,"By Veeraraghavan, Sriranga and Watters, Paul A.","Everything you need to administer services on Solaris-based systems  Major e-commerce players use Sun servers and Solaris to power all or parts of their Internet businesses. If this is a work environment you need to crack, reach out for Solaris: The Complete Reference, by Sriranga Veeraraghavan. This covers-it-all guide puts at your fingertips all of the critical information you need to deploy and administer services on Solaris-based systems: *Installation, system startup and shutdown, and process management  *Managing devices, basic and advanced file system, and backups *Routing, Network Information Service, and managing remote access *File sharing with UNIX, Macintosh and Windows systems *Monitoring performance and system activity*More!"," Computers , Operating Systems , UNIX",McGraw-Hill Osborne Media,"Thursday, June 1, 2000",0,0
13889,Four Guys and Trouble,"By Major, Marcus","Meet Ibn, Colin, Michael, and Dexter. Best friends since their college days, they've stuck close to home near Philadelphia and hang together when it comes to work, sports, family, and of course matters of the mysterious female heart. But they also have something unusual in common: Her name is Erika, the kid sister of a buddy who died, and they promised to look out for her. Five years ago, it seemed a gesture of simple generosity. Now, she's all grown up, and a knockout of a medical student who's arousing some not-so-sisterly feelings in the brothers.When one of them acts on those feelings, they will all - including Erika - discover how far they're willing to go in the name of friendship, loyalty, and love. For seeing Erika in this new light has some disturbing consequences: it gives the guys an eye-opening dose of the double standard they so casually apply to the women in their lives, and the not-so-gentle-manly way they treat their supposedly special ladies. Could their adorable little sister cause such a crisis and be the catalyst for such change? Masculine pride won't admit it, but Erika unexpectedly gives more than she ever got - by making them better men."," Fiction , Action & Adventure",Dutton Adult,"Sunday, April 1, 2001",0,0
16754,The Next Agenda: Blueprint For A New Progressive Movement,"By Borosage, Robert L. (EDT) and Hickey, Roger (EDT)","In The Next Agenda, editors Robert Borosage and Roger Hickey of the Campaign for America's Future have gathered essays written by some of America's most progressive thinkers and activists that lay out ideas and reforms to address the serious issues facing us today. They argue that the economic prosperity of the last decade can only be sustained if it is more widely shared. And they call for a new progressive movement to forge new rules for the global economy just as the Progressives of the last century tamed the excesses of America's national economy.Each of the fourteen essays in The Next Agenda detail the context that makes fundamental reform both necessary and possible and outlines the policy proposals that are vital to begin meeting the challenge. David Moberg, reporter for In These Times, writes about reforming labor law to empower workers whose voices have been drowned out by globalization. Richard Rothstein, education columnist for the New York Times, writes of the growing shortage of classrooms and teachers and suggests reform initiatives for public education. Ted Marmor of the Yale School of Management, and Jon Oberlander, of the University of North Carolina-Chapel Hill, provide a plan to make affordable, comprehensive health care available to everyone. Carl Pope of The Sierra Club and a leader of the environmental movement joins with labor leader Robert Wages, of PACE International, to lay out elements of a Green Growth agenda, detailing how labor and environmentalists can combine in promoting sensible investments for sustainable growth. These forward-thinking essays serve as a springboard for national debate and provide an ambitious agenda for the next administration."," Political Science , Public Policy , General",Routledge,"Monday, January 1, 2001",0,0
46381,Twilight,"By Heitzmann, Kristen","Returning to her hometown was the last thing Laurie ever expected. But with two children in tow, she must begin anew... and face the life--and man--she turned her back on. Cal has been struggling with his own problems, but the arrival of Laurie brings new hope and meaning to his life. Can he push aside his feelings to simply be the friend she desperately needs? And when the dangers of her hidden past threaten, can Cal overcome the haunting memories of his own past failures to rescue the only woman he's ever loved?"," Fiction , Romance , Historical , General",Bethany House Publishers,"Monday, July 1, 2002",0,0
12274,Fatigue Artist,"By Schwartz, Lynne Sharon","The Fatigue Artist is a refreshingly candid story about life, love, and survival in the contemporary world. A writer living in New York City, Laura is overwhelmed by a mysterious lethargy and retreats to her bed where she reflects on the loves and losses of her recent past and seeks the cure to her perplexing tiredness.  Fortified by the Eastern teachings of her Tai Chi instructor and the nurturing attentions of friends and a acupuncturist, Laura crawls out of her somnambulism with intelligent determination in search of peace and resurrection. The Fatigue Artist is both a moving chronicle of a woman's search for meaning and a wry depiction of modern urban life."," Fiction , General",Scribner,"Monday, July 1, 1996",0,0
3945,Smart Kids with School Problems: Things to Know and Ways to Help,"By Vail, Priscilla L.","Discusses developmental levels, visual learning, listening skills, language, attention span, and testing, and tells how to alleviate specific learning problems"," Education , Special Education , Gifted",Plume,"Tuesday, August 1, 1989",0,0
81083,"Satisfying Soups: Homemade Bisques, Chowders, Gumbos, Stews & More","By Hobson, Phyllis","From entr,e soups using meats, fish, and vegetables to sweet soups using fruits, cooks will find delightful variety in Hobson's 214 traditional and unusual recipes."," Cooking , Reference","Storey Publishing, LLC","Tuesday, January 1, 1991",0,0
61200,Cooking Rocks!: Rachael Ray 30-Minute Meals for Kids,"By Ray, Rachael and Kalb, Chris (ILT)","Kids rock! says Rachael, and it seems the feeling is mutual. Young people number among her biggest fans. For them she has created a fabulous collection of age-specific recipes with a high cool factor."," Juvenile Nonfiction , Cooking & Food",Lake Isle Press,"Wednesday, September 1, 2004",0,0
96822,The Last Pope,"By Osborn, David","""Has drawn comparisons with The Shoes of the Fisherman and The DaVinci Code.""-Connecticut PostIn the tradition of the classic bestseller The Shoes of the Fisherman, this evocative and moving novel takes you deep inside the inner world of the Vatican and the American branch of the Holy See to dramatize the great moral issues dividing the Church.The passing of humble and beloved Pope Gregory XVIII brings the Lords of the Church to the Basilica of St. Peter in Rome to meet in its secret recesses and elect a new pope. They find they must choose between a caring, but guilt-ridden, American cardinal (the very same young priest who made a heart-rending confession so many years ago) who would bring reforms to the Church, or a cardinal whose soul belongs to the Inquisition. At stake-the future of the Church itself."," Fiction , Political",Sourcebooks Landmark,"Tuesday, March 1, 2005",0,0
40744,The Book of Guys,"By Keillor, Garrison","""Guys are in trouble these days,"" says Garrison Keillor. ""Years ago, manhood was an opportunity for achievement and now it's just a problem to be overcome. Guys who once might have painted the Sistine Chapel ceiling are now just trying to be Mr. O.K. All-Rite, the man who can bake a cherry pie, be passionate in a skillful way, and yet also lift them bales and tote that barge."" This brilliant collection confirms Keillor’s reputation as an ingenious storyteller and a very funny guy."," Fiction , Short Stories (single author)",Penguin Books,"Thursday, September 1, 1994",0,0
